file,haze,A0,foggy
NEON.D01.HARV.DP1.00033/2017/01/NEON.D01.HARV.DP1.00033_2017_01_03_120006.jpg,0.43205090794922,0.695537177405256,TRUE
NEON.D01.HARV.DP1.00033/2017/01/NEON.D01.HARV.DP1.00033_2017_01_04_120006.jpg,0.417365296476628,0.693761332422201,TRUE
NEON.D01.HARV.DP1.00033/2017/01/NEON.D01.HARV.DP1.00033_2017_01_07_120005.jpg,0.56200964986411,0.69580038672705,TRUE
NEON.D01.HARV.DP1.00033/2017/01/NEON.D01.HARV.DP1.00033_2017_01_08_120005.jpg,0.417445200540308,0.726054520445009,TRUE
NEON.D01.HARV.DP1.00033/2017/01/NEON.D01.HARV.DP1.00033_2017_01_18_120006.jpg,0.450107906208892,0.655633638529143,TRUE
NEON.D01.HARV.DP1.00033/2017/01/NEON.D01.HARV.DP1.00033_2017_01_31_120006.jpg,0.405216553000301,0.663141959758869,TRUE
NEON.D01.HARV.DP1.00033/2017/02/NEON.D01.HARV.DP1.00033_2017_02_09_120006.jpg,0.442770432585112,0.661534625981737,TRUE
NEON.D01.HARV.DP1.00033/2017/02/NEON.D01.HARV.DP1.00033_2017_02_11_120005.jpg,0.532362625483956,0.689164643094892,TRUE
NEON.D01.HARV.DP1.00033/2017/02/NEON.D01.HARV.DP1.00033_2017_02_12_120005.jpg,0.604586264726263,0.691061442195191,TRUE
NEON.D01.HARV.DP1.00033/2017/02/NEON.D01.HARV.DP1.00033_2017_02_13_120005.jpg,0.440243268996313,0.659394033762339,TRUE
NEON.D01.HARV.DP1.00033/2017/02/NEON.D01.HARV.DP1.00033_2017_02_15_120005.jpg,0.430640749184259,0.693284032148525,TRUE
NEON.D01.HARV.DP1.00033/2017/03/NEON.D01.HARV.DP1.00033_2017_03_02_120006.jpg,0.462803053559218,0.687888334560505,TRUE
NEON.D01.HARV.DP1.00033/2017/03/NEON.D01.HARV.DP1.00033_2017_03_10_120006.jpg,0.544868908429541,0.687564628217542,TRUE
NEON.D01.HARV.DP1.00033/2017/03/NEON.D01.HARV.DP1.00033_2017_03_11_120006.jpg,0.433426121199587,0.694331084499987,TRUE
NEON.D01.HARV.DP1.00033/2017/03/NEON.D01.HARV.DP1.00033_2017_03_14_120006.jpg,0.421608248650682,0.634705420062401,TRUE
NEON.D01.HARV.DP1.00033/2017/03/NEON.D01.HARV.DP1.00033_2017_03_15_120006.jpg,0.406771779198224,0.661592422805885,TRUE
NEON.D01.HARV.DP1.00033/2017/03/NEON.D01.HARV.DP1.00033_2017_03_27_120005.jpg,0.437863974661715,0.71107975100191,TRUE
NEON.D01.HARV.DP1.00033/2017/03/NEON.D01.HARV.DP1.00033_2017_03_31_120005.jpg,0.47224328230884,0.683542068018909,TRUE
NEON.D01.HARV.DP1.00033/2017/04/NEON.D01.HARV.DP1.00033_2017_04_01_120006.jpg,0.522623964184089,0.697813441391646,TRUE
NEON.D01.HARV.DP1.00033/2017/04/NEON.D01.HARV.DP1.00033_2017_04_04_120006.jpg,0.441949898316831,0.700921773716345,TRUE
NEON.D01.HARV.DP1.00033/2017/04/NEON.D01.HARV.DP1.00033_2017_04_06_120006.jpg,0.420592094841047,0.697303768172221,TRUE
NEON.D01.HARV.DP1.00033/2017/11/NEON.D01.HARV.DP1.00033_2017_11_26_120006.jpg,0.446634673657518,0.677430099568977,TRUE
NEON.D01.HARV.DP1.00033/2017/12/NEON.D01.HARV.DP1.00033_2017_12_07_120006.jpg,0.463738241817704,0.664781309257242,TRUE
NEON.D01.HARV.DP1.00033/2017/12/NEON.D01.HARV.DP1.00033_2017_12_09_120005.jpg,0.576373313659595,0.683365586503806,TRUE
NEON.D01.HARV.DP1.00033/2017/12/NEON.D01.HARV.DP1.00033_2017_12_10_120005.jpg,0.40512482600349,0.658021423804433,TRUE
NEON.D01.HARV.DP1.00033/2017/12/NEON.D01.HARV.DP1.00033_2017_12_11_120006.jpg,0.437577313806253,0.661492719344254,TRUE
NEON.D01.HARV.DP1.00033/2017/12/NEON.D01.HARV.DP1.00033_2017_12_12_120006.jpg,0.484101839056333,0.684135485169719,TRUE
NEON.D01.HARV.DP1.00033/2017/12/NEON.D01.HARV.DP1.00033_2017_12_13_120006.jpg,0.461179438755992,0.66499772637107,TRUE
NEON.D01.HARV.DP1.00033/2017/12/NEON.D01.HARV.DP1.00033_2017_12_14_120005.jpg,0.49283596542778,0.680041370800721,TRUE
NEON.D01.HARV.DP1.00033/2017/12/NEON.D01.HARV.DP1.00033_2017_12_18_120006.jpg,0.43229943096042,0.681958813274967,TRUE
NEON.D01.HARV.DP1.00033/2017/12/NEON.D01.HARV.DP1.00033_2017_12_22_120005.jpg,0.458916275532245,0.674821309996907,TRUE
NEON.D01.HARV.DP1.00033/2017/12/NEON.D01.HARV.DP1.00033_2017_12_23_120006.jpg,0.54769475481545,0.678897283664838,TRUE
