file,haze,A0,foggy
NEON.D02.BLAN.DP1.00033/2018/01/NEON.D02.BLAN.DP1.00033_2018_01_04_120006.jpg,0.408703982161153,0.673891025931978,TRUE
NEON.D02.BLAN.DP1.00033/2018/02/NEON.D02.BLAN.DP1.00033_2018_02_02_120005.jpg,0.468447166730223,0.663623397532882,TRUE
NEON.D02.BLAN.DP1.00033/2018/02/NEON.D02.BLAN.DP1.00033_2018_02_04_120005.jpg,0.485709817827069,0.67873376309543,TRUE
NEON.D02.BLAN.DP1.00033/2018/02/NEON.D02.BLAN.DP1.00033_2018_02_07_120006.jpg,0.446226564215654,0.679892723378789,TRUE
NEON.D02.BLAN.DP1.00033/2018/03/NEON.D02.BLAN.DP1.00033_2018_03_09_120006.jpg,0.446259916105201,0.661631414911644,TRUE
NEON.D02.BLAN.DP1.00033/2018/03/NEON.D02.BLAN.DP1.00033_2018_03_20_120006.jpg,0.457028048081349,0.69233801969862,TRUE
NEON.D02.BLAN.DP1.00033/2018/03/NEON.D02.BLAN.DP1.00033_2018_03_21_120006.jpg,0.441977862378494,0.63703009847629,TRUE
NEON.D02.BLAN.DP1.00033/2018/03/NEON.D02.BLAN.DP1.00033_2018_03_22_120005.jpg,0.436651611633518,0.688944886982571,TRUE
NEON.D02.BLAN.DP1.00033/2018/03/NEON.D02.BLAN.DP1.00033_2018_03_23_120006.jpg,0.466030903358638,0.677709779041932,TRUE
NEON.D02.BLAN.DP1.00033/2018/10/NEON.D02.BLAN.DP1.00033_2018_10_30_120005.jpg,0.434074863032067,0.66177579455136,TRUE
NEON.D02.BLAN.DP1.00033/2018/11/NEON.D02.BLAN.DP1.00033_2018_11_15_120005.jpg,0.522765176704126,0.687685235616881,TRUE
NEON.D02.BLAN.DP1.00033/2018/11/NEON.D02.BLAN.DP1.00033_2018_11_24_120005.jpg,0.420966398719002,0.673296419433686,TRUE
NEON.D02.BLAN.DP1.00033/2018/12/NEON.D02.BLAN.DP1.00033_2018_12_01_120006.jpg,0.424446551846878,0.676309576642729,TRUE
NEON.D02.BLAN.DP1.00033/2018/12/NEON.D02.BLAN.DP1.00033_2018_12_15_120006.jpg,0.435188874560008,0.67784984887302,TRUE
NEON.D02.BLAN.DP1.00033/2018/12/NEON.D02.BLAN.DP1.00033_2018_12_16_120006.jpg,0.403552663126702,0.680595438621265,TRUE
NEON.D02.BLAN.DP1.00033/2018/12/NEON.D02.BLAN.DP1.00033_2018_12_31_120006.jpg,0.494827622802908,0.67480521388082,TRUE
