file,haze,A0,foggy
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_02_120006.jpg,0.481562870645423,0.670259080226741,TRUE
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_03_120006.jpg,0.440363278641026,0.665381702792571,TRUE
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_04_120006.jpg,0.41393292911238,0.64745388861992,TRUE
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_05_120005.jpg,0.534602829863864,0.675859822581296,TRUE
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_12_120006.jpg,0.53272714885787,0.678116445523683,TRUE
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_13_120005.jpg,0.410924953699617,0.660587127898141,TRUE
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_14_120006.jpg,0.438122693740879,0.670215118497674,TRUE
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_15_120006.jpg,0.46535334279564,0.669619373083596,TRUE
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_17_120005.jpg,0.448394445874513,0.668664360677399,TRUE
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_18_120006.jpg,0.435641798459544,0.665113219155975,TRUE
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_19_120005.jpg,0.426336694899899,0.678172838665645,TRUE
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_21_120006.jpg,0.538337667075646,0.662105344667016,TRUE
NEON.D01.BART.DP1.00033/2021/01/NEON.D01.BART.DP1.00033_2021_01_27_120006.jpg,0.419186866756566,0.65542273738199,TRUE
